1705646576,0
1705646586,0.1920298817
1705646591,1.927531478
1705646593,3.974967838
1705646595,6.854875588
1705646597,8.583254623
1705646599,10.55914565
1705646601,12.1488962
1705646603,13.58542279
1705646605,14.75740085
1705646607,15.77006676
1705646609,17.05352521
1705646611,17.20138658
1705646613,17.54382412
1705646615,17.2895861
1705646617,17.96123041
1705646619,17.92133465
1705646621,18.13990344
1705646623,18.97535083
1705646625,19.788887
1705646627,21.04071204
1705646629,20.44258105
1705646631,20.86791678
1705646633,22.0136062
1705646635,22.99098674
1705646637,23.67521565
1705646639,24.82179554
1705646641,26.01429266
1705646643,26.66597405
1705646645,26.7099148
1705646647,26.79981208
1705646649,26.82104305
1705646651,26.8154084
1705646653,26.7174141
1705646655,24.69319692
1705646657,23.33355718
1705646659,22.14391369
1705646661,21.57661338
1705646663,20.78930233
1705646665,19.39400604
1705646667,18.06512126
1705646669,17.7349801
1705646671,17.81407769
1705646672,17.74275031
1705646673,17.76919332
1705646674,17.7596618
1705646675,17.69337002
1705646676,17.69844152
1705646677,17.42434215
1705646678,17.1204103
1705646679,17.40375417
1705646680,17.27470575
1705646681,17.16673545
1705646682,17.03486094
1705646683,16.55572345
1705646684,16.41291735
1705646685,16.33169632
1705646686,16.63638104
1705646687,16.55973568
1705646688,16.46827745
1705646689,16.18719119
1705646690,15.98129556
1705646691,15.87312162
1705646692,15.86819594
1705646693,15.7137654
1705646694,15.45284373
1705646695,15.49546138
1705646696,15.70694437
1705646698,16.62401081
1705646700,16.95952845
1705646702,17.97250365
1705646704,19.0533993
1705646706,20.08540474
1705646708,21.0105419
1705646710,21.97070359
1705646712,23.10049399
1705646714,23.61630215
1705646716,24.04924946
1705646718,24.57967191
1705646720,24.5003815
1705646722,24.70456988
1705646724,24.91646998
1705646726,25.28856421
1705646728,24.40224152
1705646730,24.8249682
1705646732,24.91859537
1705646734,24.81688208
1705646736,25.19244336
1705646738,25.27246685
1705646740,25.2545461
1705646742,25.4493644
1705646744,25.52353992
1705646746,25.73699434
1705646748,25.62787841
1705646750,25.58452716
1705646752,25.54741474
1705646754,25.6089486
1705646756,26.04726574
1705646758,26.67278898
1705646760,27.39968461
1705646762,27.40260094
1705646764,27.77019307
1705646766,27.25099485
1705646768,27.09600939
1705646770,27.26853857
1705646772,27.28748715
1705646774,27.4218967
1705646776,27.87389393
1705646778,28.87679988
1705646780,28.36797017
1705646782,28.3317662
1705646784,28.43566434
1705646786,28.46506866
1705646788,28.50605777
1705646790,28.58663207
1705646792,28.47032848
1705646794,28.46257694
1705646796,28.62459827
1705646797,28.35945084
1705646799,28.44818881
1705646801,28.25346896
1705646802,28.11532479
1705646803,28.13870747
1705646804,28.14209321
1705646805,27.72839046
1705646806,27.56868786
1705646807,27.55238413
1705646808,27.72660397
1705646809,27.36619187
1705646810,26.58611911
1705646811,25.86811536
1705646812,25.17117491
1705646813,24.47899534
1705646814,23.8385529
1705646815,23.15536834
1705646816,22.44961589
1705646817,21.64248112
1705646818,20.89991818
1705646819,20.16954985
1705646820,19.23652393
1705646821,18.73101318
1705646822,18.30996312
1705646823,17.87947748
1705646824,17.58404312
1705646825,17.52737574
1705646826,17.47713204
1705646827,17.39090863
1705646828,17.38454076
1705646829,17.4091851
1705646830,17.4501142
1705646831,17.52120258
1705646832,17.475958
1705646833,17.49896627
1705646834,17.62850935
1705646836,17.49557891
1705646838,17.5498291
1705646840,17.32193706
1705646842,17.47819408
1705646844,17.6455243
1705646846,17.76252174
1705646848,17.52907449
1705646850,17.41069627
1705646852,16.13770655
1705646854,14.8944268
1705646856,13.87160414
1705646858,13.18957533
1705646860,13.4123255
1705646862,13.09247837
1705646864,13.26715014
1705646866,13.8569449
1705646868,13.41593285
1705646870,12.07147549
1705646872,11.86072361
1705646874,12.10640658
1705646876,12.19036184
1705646878,11.95135393
1705646880,11.61893712
1705646882,11.3073308
1705646884,10.78316831
1705646886,9.767675042
1705646888,8.981517981
1705646890,8.350380883
1705646892,7.702944178
1705646894,7.044207507
1705646896,6.023353559
1705646898,5.381751873
1705646901,3.174262284
1705646909,0.4070276686
1705646911,0.1119713609
1705646913,0.2073449034
