speed,position
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.3,0.0009166666666666666
6.1,0.0026111111111111114
6.1,0.0043055555555555555
6.1,0.006
6.1,0.007694444444444445
9.4,0.010305555555555556
12.2,0.013694444444444445
12.2,0.017083333333333332
12.2,0.02047222222222222
12.2,0.02386111111111111
15.5,0.028166666666666663
15.5,0.03247222222222222
15.5,0.03677777777777778
15.5,0.04108333333333333
15.5,0.045388888888888895
15.5,0.04969444444444445
18.8,0.05491666666666667
18.8,0.060138888888888895
18.8,0.06536111111111112
18.8,0.07058333333333335
18.8,0.07580555555555557
18.8,0.0810277777777778
18.8,0.08625000000000003
21.2,0.09213888888888891
21.2,0.0980277777777778
21.2,0.10391666666666668
21.2,0.10980555555555557
21.2,0.11569444444444446
21.2,0.12158333333333335
21.2,0.12747222222222224
21.2,0.13336111111111112
21.2,0.13925
21.2,0.14513888888888887
21.2,0.15102777777777776
21.2,0.15691666666666665
21.2,0.16280555555555554
21.2,0.16869444444444442
21.2,0.1745833333333333
24.0,0.18124999999999997
24.0,0.18791666666666662
23.2,0.1943611111111111
23.2,0.20080555555555554
23.2,0.20725
23.2,0.21369444444444446
26.5,0.22105555555555556
29.800000000000004,0.22933333333333333
29.800000000000004,0.2376111111111111
29.800000000000004,0.24588888888888888
32.2,0.25483333333333336
32.2,0.2637777777777778
32.2,0.27272222222222225
32.2,0.2816666666666667
32.2,0.29061111111111115
32.2,0.2995555555555556
32.2,0.30850000000000005
32.2,0.31744444444444453
35.5,0.3273055555555556
35.5,0.33716666666666667
35.5,0.34702777777777777
35.5,0.35688888888888887
35.5,0.36674999999999996
35.5,0.376611111111111
35.5,0.3864722222222221
37.3,0.3968333333333332
37.3,0.4071944444444443
37.3,0.41755555555555535
40.6,0.4288333333333331
42.4,0.4406111111111109
42.4,0.4523888888888887
42.4,0.46416666666666645
42.4,0.4759444444444442
42.4,0.487722222222222
45.699999999999996,0.5004166666666665
45.699999999999996,0.5131111111111109
48.099999999999994,0.5264722222222219
51.39999999999999,0.5407499999999997
54.69999999999999,0.5559444444444442
54.69999999999999,0.5711388888888886
54.69999999999999,0.5863333333333332
54.69999999999999,0.6015277777777776
54.69999999999999,0.6167222222222221
57.999999999999986,0.6328333333333331
60.39999999999999,0.6496111111111109
60.39999999999999,0.6663888888888888
60.39999999999999,0.6831666666666666
60.39999999999999,0.6999444444444445
